"CEF Marine PN","Yamaha OEM PN","Yamaha Alt. PN","Sierra PN","Mallory PN","Descrizione","No. Lame","Profondità (mm)","Diametro Esterno (mm)","Diametro Interno (mm)","Peso Netto (g)","Motori Compatibili"
"500316","6H3-44352-00-00","697-44352-00","18-3069","9-45602","Girante pompa acqua","6","18,5","51,65","18,4","18","Yamaha 2T: 40/50/55/70HP, T50, T60, 40V, 40Y, 50G, 50H, 55B, Pro50, 60F, 70B (fino al 2003). Yamaha 4T: F40A/F40C/F45A, F50A/B/F, FT50B/C/G, F60A/C, FT60B/D, F70A."
