Applications,Cef,NBR Version,Kit,Remarks,Company,Tipologia Applicazione
"2,6 HP",500322,,,4 strokes/4 tempi,PARSUN,Outboard_Engines
4-5HP,500325,,,4 strokes/4 tempi,PARSUN,Outboard_Engines
"9,9-15HP",500363,,,4 strokes/4 tempi,PARSUN,Outboard_Engines
20-25HP-30/40 HP,500385G,,,4 strokes/4 tempi,PARSUN,Outboard_Engines
