Id,Applications,Cef,NBR Version,Kit,Remarks,Company,Tipologia Appplicazione
1580,GI,500534,,,Exhaust bellow/Soffietto scarico,VOLVO PENTA,Inboard_Engines
1580,GIL,500534,,,Exhaust bellow/Soffietto scarico,VOLVO PENTA,Inboard_Engines
1580,OSI,500534,,,Exhaust bellow/Soffietto scarico,VOLVO PENTA,Inboard_Engines
1580,GXI,500534,,,Exhaust bellow/Soffietto scarico,VOLVO PENTA,Inboard_Engines
1580,OSXI,500534,,,Exhaust bellow/Soffietto scarico,VOLVO PENTA,Inboard_Engines
1581,5.7Gi-300-N,500178G,,,,VOLVO PENTA,Inboard_Engines
1582,5.7Gi-A,500189GT,,,,VOLVO PENTA,Inboard_Engines
1582,5.7Gi-B,500189GT,,,,VOLVO PENTA,Inboard_Engines
1582,5.7Gi-C,500189GT,,,,VOLVO PENTA,Inboard_Engines
1582,5.7Gi-D,500189GT,,,,VOLVO PENTA,Inboard_Engines
1582,5.7Gi-E,500189GT,,,,VOLVO PENTA,Inboard_Engines
1582,5.7Gi-BF,500189GT,,,,VOLVO PENTA,Inboard_Engines
1582,5.7Gi-CF,500189GT,,,,VOLVO PENTA,Inboard_Engines
1582,5.7Gi-DF,500189GT,,,,VOLVO PENTA,Inboard_Engines
1582,5.7Gi-EF,500189GT,,,,VOLVO PENTA,Inboard_Engines
1583,5.7Gi-G,500178G,,,,VOLVO PENTA,Inboard_Engines
1583,5.7Gi-GF,500178G,,,,VOLVO PENTA,Inboard_Engines
1584,5.7Gi-F,500178G,,,,VOLVO PENTA,Inboard_Engines
1584,5.7Gi-FF,500178G,,,,VOLVO PENTA,Inboard_Engines
1584,5.7GXi-G,500178G,,,,VOLVO PENTA,Inboard_Engines
1584,5.7GXi-GF,500178G,,,,VOLVO PENTA,Inboard_Engines
1585,5.7GiC-300-J,500178G,,,,VOLVO PENTA,Inboard_Engines
1585,5.7GiC-300-JF,500178G,,,,VOLVO PENTA,Inboard_Engines
1586,5.7GiCE-300-J,500178G,,,,VOLVO PENTA,Inboard_Engines
1586,5.7GiCE-300-JF,500178G,,,,VOLVO PENTA,Inboard_Engines
1587,5.7GiCE-300-M,500178G,,,,VOLVO PENTA,Inboard_Engines
1587,5.7GiCE-300-MF,500178G,,,,VOLVO PENTA,Inboard_Engines
1588,5.7GiE-300-J,500178G,,,,VOLVO PENTA,Inboard_Engines
1588,5.7GiE-300-JF,500178G,,,,VOLVO PENTA,Inboard_Engines
1589,5.7GiE-300-K,500178G,,,,VOLVO PENTA,Inboard_Engines
1589,5.7GiE-300-KF,500178G,,,,VOLVO PENTA,Inboard_Engines
1590,5.7GiE-300-M,500178G,,,,VOLVO PENTA,Inboard_Engines
1590,5.7GiE-300-MF,500178G,,,,VOLVO PENTA,Inboard_Engines
1591,5.7GiE-300-N,500178G,,,,VOLVO PENTA,Inboard_Engines
1592,5.7GiI-A,500189GT,,,,VOLVO PENTA,Inboard_Engines
1592,5.7GiI-C,500189GT,,,,VOLVO PENTA,Inboard_Engines
1592,5.7GiI-D,500189GT,,,,VOLVO PENTA,Inboard_Engines
1592,5.7GiI-E,500189GT,,,,VOLVO PENTA,Inboard_Engines
1593,5.7GiI-F,500178G,,,,VOLVO PENTA,Inboard_Engines
1594,5.7GiI-G,500178G,,,,VOLVO PENTA,Inboard_Engines
1595,5.7Gi-300-J,500178G,,,,VOLVO PENTA,Inboard_Engines
1595,5.7Gi-300-JF,500178G,,,,VOLVO PENTA,Inboard_Engines
1596,5.7GIIMDA,500107GT,,,,VOLVO PENTA,Inboard_Engines
1597,5.7GIINCCCE,500107GT,,,,VOLVO PENTA,Inboard_Engines
