Applications,CEF IMPELLERS,CEF IMPELLERS NBR Version,CEF KITs CODES,Remarks,Manufacturer,Tipologia Applicazione,Applications_note,Tipologia
"F7B-903","500106GT","500206GT",,,"JOHNSON PUMP","INBOARD ENGINES","10-24475-02","PUMP"
"F7B-9030","500106GT","500206GT",,,"JOHNSON PUMP","INBOARD ENGINES","10-24014-4","PUMP"
"F7B-99","500106GT","500206GT",,,"JOHNSON PUMP","INBOARD ENGINES","10-24126-2","PUMP"
"F8B-3","500135T","500235T",,,"JOHNSON PUMP","INBOARD ENGINES","10-13024-1","PUMP"
"F8B-3000","500135T","500235T",,,"JOHNSON PUMP","INBOARD ENGINES","10-13024-1","PUMP"
"F8B-3000-TSS","500135T","500235T",,,"JOHNSON PUMP","INBOARD ENGINES","10-13175-01","PUMP"
"F8B-303","500135T","500235T",,,"JOHNSON PUMP","INBOARD ENGINES","10-13024-3","PUMP"
"F8B-3030","500135T","500235T",,,"JOHNSON PUMP","INBOARD ENGINES","10-13024-3","PUMP"
"F8B-39","500135T","500235T",,,"JOHNSON PUMP","INBOARD ENGINES","10-13024-2","PUMP"
"F8B-393","500135T","500235T",,,"JOHNSON PUMP","INBOARD ENGINES","10-13024-4","PUMP"
"F8B-5","500135T","500235T",,,"JOHNSON PUMP","INBOARD ENGINES","10-13025-","PUMP"
"F8B-5000","500135T","500235T",,,"JOHNSON PUMP","INBOARD ENGINES","10-13025-99","PUMP"
"F8B-5000-TSS","500135T","500235T",,,"JOHNSON PUMP","INBOARD ENGINES","10-13176-99","PUMP"
"F8B-5001","500135T","500235T",,,"JOHNSON PUMP","INBOARD ENGINES","10-13022-99","PUMP"
"F8B-50017","500135T","500235T",,,"JOHNSON PUMP","INBOARD ENGINES","10-13022-95","PUMP"
"F8B-50017","500135T","500235T",,,"JOHNSON PUMP","INBOARD ENGINES","10-13022-96","PUMP"
"F8B-50017","500135T","500235T",,,"JOHNSON PUMP","INBOARD ENGINES","10-13022-98","PUMP"
"F8B-8","500135T","500235T",,,"JOHNSON PUMP","INBOARD ENGINES","10-13021-1","PUMP"
"F8B-8","500135T","500235T",,,"JOHNSON PUMP","INBOARD ENGINES","10-13021-17","PUMP"
"F8B-8007","500135T","500235T",,,"JOHNSON PUMP","INBOARD ENGINES","10-13021-9","PUMP"
"F8B-8007","500135T","500235T",,,"JOHNSON PUMP","INBOARD ENGINES","10-13021-91","PUMP"
"F8B-8007","500135T","500235T",,,"JOHNSON PUMP","INBOARD ENGINES","10-13021-95","PUMP"
"F8B-8007","500135T","500235T",,,"JOHNSON PUMP","INBOARD ENGINES","10-13021-96","PUMP"
"F8B-89","500135T","500235T",,,"JOHNSON PUMP","INBOARD ENGINES","10-13021-2","PUMP"
"F8B-9","500135T","500235T",,,"JOHNSON PUMP","INBOARD ENGINES","10-13088-01","PUMP"
"F8B-9","500135T","500235T",,,"JOHNSON PUMP","INBOARD ENGINES","10-13096-01","PUMP"
"F8B-9","500135T","500235T",,,"JOHNSON PUMP","INBOARD ENGINES","10-13096-02","PUMP"
"F8B-9","500135T","500235T",,,"JOHNSON PUMP","INBOARD ENGINES","10-13180-01","PUMP"
"F8B-9","500135T","500235T",,,"JOHNSON PUMP","INBOARD ENGINES","10-24181-1","PUMP"
"F8B-9","500135T","500235T",,,"JOHNSON PUMP","INBOARD ENGINES","10-24181-3","PUMP"
"F8B-900","500135T","500235T",,,"JOHNSON PUMP","INBOARD ENGINES","10-22096-1","PUMP"
"F8B-900","500135T","500235T",,,"JOHNSON PUMP","INBOARD ENGINES","10-24096-1","PUMP"
"F8B-902","500135T","500235T",,,"JOHNSON PUMP","INBOARD ENGINES","10-22096-3","PUMP"
"F8B-902","500135T","500235T",,,"JOHNSON PUMP","INBOARD ENGINES","10-24096-4","PUMP"
"F8B-903","500135T","500235T",,,"JOHNSON PUMP","INBOARD ENGINES","10-21915-1","PUMP"
"F8B-903","500135T","500235T",,,"JOHNSON PUMP","INBOARD ENGINES","10-21915-2","PUMP"
"F8B-903","500135T","500235T",,,"JOHNSON PUMP","INBOARD ENGINES","10-24181-4","PUMP"
"F8B-905","500135T","500235T",,,"JOHNSON PUMP","INBOARD ENGINES","10-24130-3","PUMP"
"F8B-905","500135T","500235T",,,"JOHNSON PUMP","INBOARD ENGINES","10-24130-4","PUMP"
"F9B/F7B-9","500115T",,,,"JOHNSON PUMP","INBOARD ENGINES","10-13064-1","PUMP"
"F9B/F7B-9","500115T",,,,"JOHNSON PUMP","INBOARD ENGINES","10-13064-2","PUMP"
"F9B-3000","500145GT",,,"HIGH PRESSURE/ALTA PRESSIONE","JOHNSON PUMP","INBOARD ENGINES",,"PUMP"
"F9B-3000","500115T",,,,"JOHNSON PUMP","INBOARD ENGINES","10-13026-1","PUMP"
"F9B-3000-TSS","500115T",,,,"JOHNSON PUMP","INBOARD ENGINES","10-13177-01","PUMP"
"F9B-3007","500115T",,,,"JOHNSON PUMP","INBOARD ENGINES","10-13026-7","PUMP"
"F9B-303","500115T",,,,"JOHNSON PUMP","INBOARD ENGINES","10-13026-2","PUMP"
"F9B-3600","500145GT",,,,"JOHNSON PUMP","INBOARD ENGINES","10-13026-4","PUMP"
"F9B-5","500115T",,,,"JOHNSON PUMP","INBOARD ENGINES","10-13027-","PUMP"
"F9B-5600","500145GT",,,,"JOHNSON PUMP","INBOARD ENGINES","10-13027-99","PUMP"
"F9B-5600-TSS","500145GT",,,,"JOHNSON PUMP","INBOARD ENGINES","10-13178-99","PUMP"
"F9B-5607","500145GT",,,,"JOHNSON PUMP","INBOARD ENGINES","10-13027-98","PUMP"
"F9B-9","500145GT",,,,"JOHNSON PUMP","INBOARD ENGINES","10-13080-01","PUMP"
"F9B-9","500145GT",,,,"JOHNSON PUMP","INBOARD ENGINES","10-13095-01","PUMP"
"F9B-9","500145GT",,,,"JOHNSON PUMP","INBOARD ENGINES","10-13095-02","PUMP"
"F9B-9","500115T",,,,"JOHNSON PUMP","INBOARD ENGINES","10-24072-1","PUMP"
"F9B-9","500115T",,,,"JOHNSON PUMP","INBOARD ENGINES","10-24239-1","PUMP"
"F9B-9","500115T",,,,"JOHNSON PUMP","INBOARD ENGINES","10-24239-2","PUMP"
"F9B-9","500145GT",,,,"JOHNSON PUMP","INBOARD ENGINES","10-24430-01","PUMP"
"F9B-900","500115T",,,,"JOHNSON PUMP","INBOARD ENGINES","10-24090-1","PUMP"
"F9B-905","500145GT",,,,"JOHNSON PUMP","INBOARD ENGINES","10-13166-01","PUMP"
"F9B-905","500145GT",,,,"JOHNSON PUMP","INBOARD ENGINES","10-13171-01","PUMP"
"F9B-905","500145GT",,,,"JOHNSON PUMP","INBOARD ENGINES","10-24006-1","PUMP"
"F9B-905","500145GT",,,,"JOHNSON PUMP","INBOARD ENGINES","10-24006-2","PUMP"
"F9B-905","500145GT",,,,"JOHNSON PUMP","INBOARD ENGINES","10-24308-02","PUMP"
"F9B-905","500145GT",,,,"JOHNSON PUMP","INBOARD ENGINES","10-24308-03","PUMP"
"F35B/F35B-9","500121GX",,,,"JOHNSON PUMP","INBOARD ENGINES","10-24143-1","PUMP"
"F35B/F35B-9","500121GX",,,,"JOHNSON PUMP","INBOARD ENGINES","10-35157-3","PUMP"
"F35B-8","500121GX",,"RK0007",,"JOHNSON PUMP","INBOARD ENGINES","10-35038-1","PUMP"
"F35B-8","500121GX",,"RK0007",,"JOHNSON PUMP","INBOARD ENGINES","10-35038-2","PUMP"
"F35B-8","500121GX",,"RK0007",,"JOHNSON PUMP","INBOARD ENGINES","10-35038-3","PUMP"
"F35B-8","500121GX",,"RK0007",,"JOHNSON PUMP","INBOARD ENGINES","10-35038-4","PUMP"
"F35B-8","500121GX",,"RK0007",,"JOHNSON PUMP","INBOARD ENGINES","10-35038-5","PUMP"
"F35B-8","500121GX",,"RK0007",,"JOHNSON PUMP","INBOARD ENGINES","10-35038-6","PUMP"
"F35B-8","500121GX",,"RK0007",,"JOHNSON PUMP","INBOARD ENGINES","10-35038-7","PUMP"
"F35B-8","500121GX",,"RK0007",,"JOHNSON PUMP","INBOARD ENGINES","10-35038-8","PUMP"
"F35B-8007","500121GX",,,,"JOHNSON PUMP","INBOARD ENGINES","10-35038-41","PUMP"
"F35B-8007","500121GX",,,,"JOHNSON PUMP","INBOARD ENGINES","10-35038-9","PUMP"
"F35B-802","500121GX",,,,"JOHNSON PUMP","INBOARD ENGINES","10-35038-2","PUMP"
"F35B-8027","500121GX",,,,"JOHNSON PUMP","INBOARD ENGINES","10-35038-5","PUMP"
"F35B-8027","500121GX",,,,"JOHNSON PUMP","INBOARD ENGINES","10-35038-9","PUMP"
"F35B-9","500121GX",,"RK0007",,"JOHNSON PUMP","INBOARD ENGINES","10-234211-1","PUMP"
"F35B-9","500121GX",,,,"JOHNSON PUMP","INBOARD ENGINES","10-24143-3","PUMP"
"F35B-9","500121GX",,,,"JOHNSON PUMP","INBOARD ENGINES","10-24143-5","PUMP"
"F35B-9","500121GX",,,,"JOHNSON PUMP","INBOARD ENGINES","10-24178-3","PUMP"
"F35B-9","500121GX",,"RK0007",,"JOHNSON PUMP","INBOARD ENGINES","10-32415-1","PUMP"
"F35B-9","500121GX",,"RK0007",,"JOHNSON PUMP","INBOARD ENGINES","10-35015-1","PUMP"
"F35B-9","500121GX",,"RK0007",,"JOHNSON PUMP","INBOARD ENGINES","10-35015-2","PUMP"
"F35B-9","500121GX",,"RK0007",,"JOHNSON PUMP","INBOARD ENGINES","10-35015-3","PUMP"
"F35B-9","500121GX",,,,"JOHNSON PUMP","INBOARD ENGINES","10-35091-1","PUMP"
"F35B-9","500121GX",,"RK0007",,"JOHNSON PUMP","INBOARD ENGINES","10-35118","PUMP"
"F35B-9","500121GX",,,,"JOHNSON PUMP","INBOARD ENGINES","10-35118-2","PUMP"
"F35B-9","500121GX",,,,"JOHNSON PUMP","INBOARD ENGINES","10-35141-1","PUMP"
"F35B-9","500121GX",,,,"JOHNSON PUMP","INBOARD ENGINES","10-35157-","PUMP"
"F35B-9","500121GX",,,,"JOHNSON PUMP","INBOARD ENGINES","10-35157-1","PUMP"
"F35B-9","500121GX",,,,"JOHNSON PUMP","INBOARD ENGINES","10-35157-2","PUMP"
"F35B-9","500121GX",,"RK0007",,"JOHNSON PUMP","INBOARD ENGINES","10-35157-3","PUMP"
"F35B-9","500121GX",,,,"JOHNSON PUMP","INBOARD ENGINES","10-35157-5","PUMP"
"F35B-9","500121GX",,,,"JOHNSON PUMP","INBOARD ENGINES","10-35157-6","PUMP"
"F35B-9","500121GX",,,,"JOHNSON PUMP","INBOARD ENGINES","10-35157-8","PUMP"
"F35B-9","500121GX",,"RK0007",,"JOHNSON PUMP","INBOARD ENGINES","10-35187-1","PUMP"
"F35B-9","500121GX",,"RK0007",,"JOHNSON PUMP","INBOARD ENGINES","10-35211-1","PUMP"
"F35B-9","500121GX",,"RK0007",,"JOHNSON PUMP","INBOARD ENGINES","10-35211-2","PUMP"
"F35B-9","500121GX",,"RK0007",,"JOHNSON PUMP","INBOARD ENGINES","10-35211-3","PUMP"
"F35B-9","500121GX",,"RK0007",,"JOHNSON PUMP","INBOARD ENGINES","10-35211-4","PUMP"
"F35B-9","500121GX",,,,"JOHNSON PUMP","INBOARD ENGINES","10-35211-5","PUMP"
"F35B-9","500121GX",,"RK0007",,"JOHNSON PUMP","INBOARD ENGINES","10-35280-1","PUMP"
"F35B-902","500121GX",,,,"JOHNSON PUMP","INBOARD ENGINES","10-24143-1","PUMP"
"F35B-902","500121GX",,,,"JOHNSON PUMP","INBOARD ENGINES","10-24143-2","PUMP"
"F35B-902","500121GX",,,,"JOHNSON PUMP","INBOARD ENGINES","10-24178-1","PUMP"
"F35B-902","500121GX",,,,"JOHNSON PUMP","INBOARD ENGINES","10-24178-2","PUMP"
"F35B-902","500121GX",,,,"JOHNSON PUMP","INBOARD ENGINES","10-35091-2","PUMP"
"F35B-902","500121GX",,,,"JOHNSON PUMP","INBOARD ENGINES","10-35141-2","PUMP"
"F35B-902","500121GX",,,,"JOHNSON PUMP","INBOARD ENGINES","10-35157-2","PUMP"
"F35B-902","500121GX",,,,"JOHNSON PUMP","INBOARD ENGINES","10-35157-3","PUMP"
"F35B-902","500121GX",,,,"JOHNSON PUMP","INBOARD ENGINES","10-35157-4","PUMP"
"F75B/F7B-9","500162",,,,"JOHNSON PUMP","INBOARD ENGINES","10-13142-01","PUMP"
"F75B/F7B-9","500162",,,,"JOHNSON PUMP","INBOARD ENGINES","10-13142-02","PUMP"
"F75B-9","500162",,,,"JOHNSON PUMP","INBOARD ENGINES","10-13141-01","PUMP"
"F75B-9","500162",,,,"JOHNSON PUMP","INBOARD ENGINES","10-13141-02","PUMP"
"F75B-9","500162",,,,"JOHNSON PUMP","INBOARD ENGINES","10-13153-01","PUMP"
"F75B-9","500162",,,,"JOHNSON PUMP","INBOARD ENGINES","10-13170-01","PUMP"
"F75B-9","500162",,,,"JOHNSON PUMP","INBOARD ENGINES","10-24413-01","PUMP"
"F75B-9","500162",,,,"JOHNSON PUMP","INBOARD ENGINES","10-24413-02","PUMP"
"F95B-3000","500186T",,,,"JOHNSON PUMP","INBOARD ENGINES",,"PUMP"
"F95B-5000","500186T",,,,"JOHNSON PUMP","INBOARD ENGINES","10-13143-99","PUMP"
"FIP40","500185",,,"FOR MARINE APPLICATION/PER APPLICAZIONI MARINE","JOHNSON PUMP","INBOARD ENGINES",,"PUMP"
"1A/1B/1C","500522K",,,"STERN DRIVE/GRUPPO POPPIERO (U-JOINT/GIUNTO","MERCRUISER","INBOARD ENGINES","1684188 - 1777798",
"1A/1B/1C","500522K",,,"STERN DRIVE/GRUPPO POPPIERO (U-JOINT/GIUNTO","MERCRUISER","INBOARD ENGINES","EZ SHIFT (1776349 - 2065189",
"2.8L","500106GT",,,,"MERCRUISER","INBOARD ENGINES","1998 AND UP",
"4.3L/LH","500109T",,,,"MERCRUISER","INBOARD ENGINES","1998 AND UP",
"4.3L/LH","500532",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO","MERCRUISER","INBOARD ENGINES","1998",
"4.3L EFI, 262 MAG","500532",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO","MERCRUISER","INBOARD ENGINES",,
"4.3LX/LXH","500532",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO","MERCRUISER","INBOARD ENGINES","1996-97",
"5.0L","500109T",,,,"MERCRUISER","INBOARD ENGINES","1998 AND UP",
"5.7L","500109T",,,,"MERCRUISER","INBOARD ENGINES","1998 AND UP",
"5.7EFI","500109T",,,,"MERCRUISER","INBOARD ENGINES","1998 AND UP",
"5.7L","500507",,,"ENGINE/MOTORE (DIA.4” +","MERCRUISER","INBOARD ENGINES","SKI - (A338553 - B514626",
"5.7L","500508",,,"ENGINE/MOTORE (DIA.4” -","MERCRUISER","INBOARD ENGINES","SKI - (A338553 - B514626",
"6.2L","500109T",,,,"MERCRUISER","INBOARD ENGINES","1998 AND UP",
"8.1S HO","500159G",,,,"MERCRUISER","INBOARD ENGINES",,
"8.1S HORIZON","500159G",,,,"MERCRUISER","INBOARD ENGINES",,
"120","500507",,,"ENGINE/MOTORE (DIA.4” -","MERCRUISER","INBOARD ENGINES","2.5L - (6229718 >",
"120","500511",,,"ENGINE/MOTORE (DIA.3” -","MERCRUISER","INBOARD ENGINES","2.5L - (6229718 >",
"120","500523",,,"ENGINE/MOTORE (DIA.3” +","MERCRUISER","INBOARD ENGINES","2.5L - (6229718 >",
"120","500512K",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO","MERCRUISER","INBOARD ENGINES","2.5L (3469428 >",
"120","500513K",,,"STERN DRIVE/GRUPPO POPPIERO (SHIFT CABLE/TIRANTE CAMBIO","MERCRUISER","INBOARD ENGINES","2.5L (3469428 >",
"120","500516K",,,"STERN DRIVE/GRUPPO POPPIERO (U-JOINT/GIUNTO","MERCRUISER","INBOARD ENGINES","2.5L (3469428 >",
"120","500520K",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO","MERCRUISER","INBOARD ENGINES","2.5L (3469428 >",
"120/140","500512K",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO","MERCRUISER","INBOARD ENGINES","2062141 - 3469427",
"120/140","500513K",,,"STERN DRIVE/GRUPPO POPPIERO (SHIFT CABLE/TIRANTE CAMBIO","MERCRUISER","INBOARD ENGINES","2062141 - 3469427",
"120/140","500520K",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO","MERCRUISER","INBOARD ENGINES","2062141 - 3469427",
"120/140","500512K",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO","MERCRUISER","INBOARD ENGINES","3.0L (3469428-6225576",
"120/140","500513K",,,"STERN DRIVE/GRUPPO POPPIERO (SHIFT CABLE/TIRANTE CAMBIO","MERCRUISER","INBOARD ENGINES","3.0L (3469428-6225576",
"120/140","500516K",,,"STERN DRIVE/GRUPPO POPPIERO (U-JOINT/GIUNTO","MERCRUISER","INBOARD ENGINES","3.0L (3469428-6225576",
"120/140","500520K",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO","MERCRUISER","INBOARD ENGINES","3.0L (3469428-6225576",
"140","500524",,,"ENGINE/MOTORE +","MERCRUISER","INBOARD ENGINES","3332138-6229717",
"140","500507",,,"ENGINE/MOTORE (DIA.4” +","MERCRUISER","INBOARD ENGINES","3.0L - (6229718 >",
"140","500508",,,"ENGINE/MOTORE (DIA.4” -","MERCRUISER","INBOARD ENGINES","3.0L - (6229718 >",
"140","500511",,,"ENGINE/MOTORE (DIA.3” -","MERCRUISER","INBOARD ENGINES","3.0L - (6229718 >",
"140","500523",,,"ENGINE/MOTORE (DIA.3” +","MERCRUISER","INBOARD ENGINES","3.0L - (6229718 >",
"160","500512K",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO","MERCRUISER","INBOARD ENGINES","2065190 -2763441",
"160","500513K",,,"STERN DRIVE/GRUPPO POPPIERO (SHIFT CABLE/TIRANTE CAMBIO","MERCRUISER","INBOARD ENGINES","2065190 -2763441",
"160","500520K",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO","MERCRUISER","INBOARD ENGINES","2065190 -2763441",
"165 -","500524",,,"ENGINE/MOTORE +","MERCRUISER","INBOARD ENGINES","2770032 >",
"165","500512K",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO","MERCRUISER","INBOARD ENGINES","4 CYL (ALL/TUTTI",
"165","500513K",,,"STERN DRIVE/GRUPPO POPPIERO (SHIFT CABLE/TIRANTE CAMBIO","MERCRUISER","INBOARD ENGINES","4 CYL (ALL/TUTTI",
"165","500516K",,,"STERN DRIVE/GRUPPO POPPIERO (U-JOINT/GIUNTO","MERCRUISER","INBOARD ENGINES","4 CYL (ALL/TUTTI",
"165","500520K",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO","MERCRUISER","INBOARD ENGINES","4 CYL (ALL/TUTTI",
"165","500512K",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO","MERCRUISER","INBOARD ENGINES","6 CYL (2763442 - 4890459",
"165","500513K",,,"STERN DRIVE/GRUPPO POPPIERO (SHIFT CABLE/TIRANTE CAMBIO","MERCRUISER","INBOARD ENGINES","6 CYL (2763442 - 4890459",
"165","500516K",,,"STERN DRIVE/GRUPPO POPPIERO (U-JOINT/GIUNTO","MERCRUISER","INBOARD ENGINES","6 CYL (2763442 - 4890459",
"165","500520K",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO","MERCRUISER","INBOARD ENGINES","6 CYL (2763442 - 4890459",
"170/185/190/200/205/230","500512K",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO","MERCRUISER","INBOARD ENGINES","6225577 - D494568",
"170/185/190/200/205/230","500513K",,,"STERN DRIVE/GRUPPO POPPIERO (SHIFT CABLE/TIRANTE CAMBIO","MERCRUISER","INBOARD ENGINES","6225577 - D494568",
"170/185/190/200/205/230","500516K",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO","MERCRUISER","INBOARD ENGINES","6225577 - D494568",
"170/190 -","500511",,,"ENGINE/MOTORE (DIA.3” -","MERCRUISER","INBOARD ENGINES","6916779 >",
"170/190 -","500523",,,"ENGINE/MOTORE (DIA.3” +","MERCRUISER","INBOARD ENGINES","6916779 >",
"175/180","500512K",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO","MERCRUISER","INBOARD ENGINES","ALL/TUTTI",
"175/180","500513K",,,"STERN DRIVE/GRUPPO POPPIERO (SHIFT CABLE/TIRANTE CAMBIO","MERCRUISER","INBOARD ENGINES","ALL/TUTTI",
"175/180","500516K",,,"STERN DRIVE/GRUPPO POPPIERO (U-JOINT/GIUNTO","MERCRUISER","INBOARD ENGINES","ALL/TUTTI",
"175/180","500520K",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO","MERCRUISER","INBOARD ENGINES","ALL/TUTTI",
"185 -","500511",,,"ENGINE/MOTORE (DIA.3” -","MERCRUISER","INBOARD ENGINES","6330183 - A331454",
"185 -","500523",,,"ENGINE/MOTORE (DIA.3” +","MERCRUISER","INBOARD ENGINES","6330183 - A331454",
"185/205 -","500507",,,"ENGINE/MOTORE (DIA.4” +","MERCRUISER","INBOARD ENGINES","A331455 >",
"185/205 -","500508",,,"ENGINE/MOTORE (DIA.4” -","MERCRUISER","INBOARD ENGINES","A331455 >",
"185/205 -","500511",,,"ENGINE/MOTORE (DIA.3” -","MERCRUISER","INBOARD ENGINES","A331455 >",
"185/205 -","500523",,,"ENGINE/MOTORE (DIA.3” +","MERCRUISER","INBOARD ENGINES","A331455 >",
"200/230/260 -","500507",,,"ENGINE/MOTORE (DIA.4” +","MERCRUISER","INBOARD ENGINES","6218462 >",
"200/230/260 -","500508",,,"ENGINE/MOTORE (DIA.4” -","MERCRUISER","INBOARD ENGINES","6218462 >",
"200/230/260 -","500511",,,"ENGINE/MOTORE (DIA.3” -","MERCRUISER","INBOARD ENGINES","6218462 >",
"200/230/260 -","500523",,,"ENGINE/MOTORE (DIA.3” +","MERCRUISER","INBOARD ENGINES","6218462 >",
"225-S","500512K",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO","MERCRUISER","INBOARD ENGINES","3856268 - 4200499",
"225-S","500513K",,,"STERN DRIVE/GRUPPO POPPIERO (SHIFT CABLE/TIRANTE CAMBIO","MERCRUISER","INBOARD ENGINES","3856268 - 4200499",
"225-S","500516K",,,"STERN DRIVE/GRUPPO POPPIERO (U-JOINT/GIUNTO","MERCRUISER","INBOARD ENGINES","3856268 - 4200499",
"225-S","500520K",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO","MERCRUISER","INBOARD ENGINES","3856268 - 4200499",
"228 -","500507",,,"ENGINE/MOTORE (DIA.4” +","MERCRUISER","INBOARD ENGINES","4765100 - 5170008",
"228 -","500508",,,"ENGINE/MOTORE (DIA.4” -","MERCRUISER","INBOARD ENGINES","4765100 - 5170008",
"228 -","500511",,,"ENGINE/MOTORE (DIA.3” -","MERCRUISER","INBOARD ENGINES","4765100 - 5170008",
"228 -","500523",,,"ENGINE/MOTORE (DIA.3” +","MERCRUISER","INBOARD ENGINES","4765100 - 5170008",
"233","500512K",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO","MERCRUISER","INBOARD ENGINES","4200500 >",
"233","500513K",,,"STERN DRIVE/GRUPPO POPPIERO (SHIFT CABLE/TIRANTE CAMBIO","MERCRUISER","INBOARD ENGINES","4200500 >",
"233","500516K",,,"STERN DRIVE/GRUPPO POPPIERO (U-JOINT/GIUNTO","MERCRUISER","INBOARD ENGINES","4200500 >",
"233","500520K",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO","MERCRUISER","INBOARD ENGINES","4200500 >",
"250 -","500511",,,"ENGINE/MOTORE (DIA.3” -","MERCRUISER","INBOARD ENGINES","4768000 - 4908849",
"250 -","500523",,,"ENGINE/MOTORE (DIA.3” +","MERCRUISER","INBOARD ENGINES","4768000 - 4908849",
"250","500512K",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO","MERCRUISER","INBOARD ENGINES","4791300 - 4898729",
"250","500513K",,,"STERN DRIVE/GRUPPO POPPIERO (SHIFT CABLE/TIRANTE CAMBIO","MERCRUISER","INBOARD ENGINES","4791300 - 4898729",
"250","500516K",,,"STERN DRIVE/GRUPPO POPPIERO (U-JOINT/GIUNTO","MERCRUISER","INBOARD ENGINES","4791300 - 4898729",
"250","500520K",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO","MERCRUISER","INBOARD ENGINES","4791300 - 4898729",
"255 TRS","500516K",,,"STERN DRIVE/GRUPPO POPPIERO (U-JOINT/GIUNTO","MERCRUISER","INBOARD ENGINES","3377316 - 4203749",
"260 -","500511K",,,"ENGINE/MOTORE (DIA.3” -","MERCRUISER","INBOARD ENGINES","4908850 - 6218461",
"260 -","500523",,,"ENGINE/MOTORE (DIA.3” +","MERCRUISER","INBOARD ENGINES","4908850 - 6218461",
"280 -","500523",,,"ENGINE/MOTORE (DIA.3” +","MERCRUISER","INBOARD ENGINES","4176250 >",
"280 TRS","500516K",,,"STERN DRIVE/GRUPPO POPPIERO (U-JOINT/GIUNTO","MERCRUISER","INBOARD ENGINES","4203750 - 4895399",
"320 EFI","500512K",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO","MERCRUISER","INBOARD ENGINES","ALL/TUTTI",
"320 EFI","500513K",,,"STERN DRIVE/GRUPPO POPPIERO (SHIFT CABLE/TIRANTE CAMBIO","MERCRUISER","INBOARD ENGINES","ALL/TUTTI",
"320 EFI","500516K",,,"STERN DRIVE/GRUPPO POPPIERO (U-JOINT/GIUNTO","MERCRUISER","INBOARD ENGINES","ALL/TUTTI",
"320 EFI","500520K",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO","MERCRUISER","INBOARD ENGINES","ALL/TUTTI",
"330 -","500511",,,"ENGINE/MOTORE (DIA.3” -","MERCRUISER","INBOARD ENGINES","6083145 >",
"330 -","500523",,,"ENGINE/MOTORE (DIA.3” +","MERCRUISER","INBOARD ENGINES","6083145 >",
"350 MAGNUM","500512K",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO","MERCRUISER","INBOARD ENGINES","ALL/TUTTI",
"350 MAGNUM","500513K",,,"STERN DRIVE/GRUPPO POPPIERO (SHIFT CABLE/TIRANTE CAMBIO","MERCRUISER","INBOARD ENGINES","ALL/TUTTI",
"350 MAGNUM","500516K",,,"STERN DRIVE/GRUPPO POPPIERO (U-JOINT/GIUNTO","MERCRUISER","INBOARD ENGINES","ALL/TUTTI",
"350 MAGNUM","500520K",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO","MERCRUISER","INBOARD ENGINES","ALL/TUTTI",
"350/454 MAGNUM -","500507",,,"ENGINE/MOTORE (DIA.4” +","MERCRUISER","INBOARD ENGINES","A635178 - F115700",
"350/454 MAGNUM -","500508",,,"ENGINE/MOTORE (DIA.4” -","MERCRUISER","INBOARD ENGINES","A635178 - F115700",
